pyq_id,commission,year,paper,question_number,subject,micro_topic_id,question_type,cognitive_level,difficulty,recurrence,ca_linked,question_summary
APPSC-G2-ARC-P2-012,APPSC,archive,paper2,12,AP History,MT-AP_HIST-G2P2-I1-002,MCQ,L2,medium,first_time,false,Inscription recording multiple gifts to different institutions
APPSC-G2-ARC-P2-013,APPSC,archive,paper2,13,AP History,MT-AP_HIST-G2P2-I1-001,MCQ,L2,medium,first_time,false,Ushavadatta investing Karshapanas in weavers guild at Govardhana
APPSC-G2-ARC-P2-014,APPSC,archive,paper2,14,AP History,MT-AP_HIST-G2P2-I1-005,MCQ,L2,medium,first_time,false,Text containing writing by women
APPSC-G2-ARC-P2-015,APPSC,archive,paper2,15,AP History,MT-AP_HIST-G2P2-I1-005,MCQ,L2,easy,first_time,false,Author of text Yogasara
APPSC-G2-ARC-P2-016,APPSC,archive,paper2,16,AP History,MT-AP_HIST-G2P2-I1-003,MCQ,L2,medium,first_time,false,Eastern Chalukyan ruler who issued Vipparla inscription
APPSC-G2-ARC-P2-017,APPSC,archive,paper2,17,AP History,MT-AP_HIST-G2P2-I1-003,MCQ,L2,medium,first_time,false,Ruler who used title Tripura Martya Maheshwara
APPSC-G2-ARC-P2-018,APPSC,archive,paper2,18,AP History,MT-AP_HIST-G2P2-I1-003,MCQ,L2,medium,first_time,false,Potla cheruvu popular centre during Eastern Chalukyan time
APPSC-G2-ARC-P2-019,APPSC,archive,paper2,19,AP History,MT-AP_HIST-G2P2-I1-003,MCQ,L2,medium,first_time,false,Person who received Nandampudi village grant from Rajaraja Narendra
APPSC-G2-ARC-P2-020,APPSC,archive,paper2,20,AP History,MT-AP_HIST-G2P2-I1-004,MCQ,L2,medium,first_time,false,Inscription mentioning Kakatiyas for the first time
APPSC-G2-ARC-P2-021,APPSC,archive,paper2,21,AP History,MT-AP_HIST-G2P2-I1-004,MCQ,L2,easy,first_time,false,Kakatiyas were subordinates of which dynasty
APPSC-G2-ARC-P2-022,APPSC,archive,paper2,22,AP History,MT-AP_HIST-G2P2-I1-004,MCQ,L2,medium,first_time,false,Who defeated Ganapatideva in 1263
APPSC-G2-ARC-P2-023,APPSC,archive,paper2,23,AP History,MT-AP_HIST-G2P2-I1-004,MCQ,L2,medium,first_time,false,Ruler who used title Rayagaja Kesari
APPSC-G2-ARC-P2-024,APPSC,archive,paper2,24,AP History,MT-AP_HIST-G2P2-I1-002,MCQ,L2,medium,first_time,false,Word Tambaya Danam in Buddhist site district
APPSC-G2-ARC-P2-025,APPSC,archive,paper2,25,AP History,MT-AP_HIST-G2P2-I1-001,MCQ,L2,medium,first_time,false,Early history of Satavahana family not stated in which work
APPSC-G2-ARC-P2-026,APPSC,archive,paper2,26,AP History,MT-AP_HIST-G2P2-I1-005,MCQ,L2,medium,first_time,false,Author of Jinendra Kalyanabhyudayam
APPSC-G2-ARC-P2-027,APPSC,archive,paper2,27,AP History,MT-AP_HIST-G2P2-I1-005,MCQ,L2,medium,first_time,false,Andhra Sabda Chintamani author
APPSC-G2-ARC-P2-028,APPSC,archive,paper2,28,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,medium,first_time,false,Rekapalli was capital of which dynasty
APPSC-G2-ARC-P2-029,APPSC,archive,paper2,29,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,medium,first_time,false,Reddy ruler with title Rachur Durgavibhala
APPSC-G2-ARC-P2-030,APPSC,archive,paper2,30,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,easy,first_time,false,Author of Narasimha Puranam
APPSC-G2-ARC-P2-031,APPSC,archive,paper2,31,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,easy,first_time,false,Author of A Forgotten Empire
APPSC-G2-ARC-P2-032,APPSC,archive,paper2,32,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,medium,first_time,false,Vipravinodins were a sect of during Vijayanagar rule
APPSC-G2-ARC-P2-033,APPSC,archive,paper2,33,AP History,MT-AP_HIST-G2P2-I2-003,MCQ,L2,medium,first_time,false,Who observed prevalence of Sati in Vijayanagar
APPSC-G2-ARC-P2-034,APPSC,archive,paper2,34,AP History,MT-AP_HIST-G2P2-I2-001,MCQ,L2,medium,first_time,false,Author of Varadambika Parinayam
APPSC-G2-ARC-P2-035,APPSC,archive,paper2,35,AP History,MT-AP_HIST-G2P2-I2-005,MCQ,L2,easy,first_time,false,Famous huge stone Bull of Vijayanagar period location
APPSC-G2-ARC-P2-036,APPSC,archive,paper2,36,AP History,MT-AP_HIST-G2P2-I2-003,MCQ,L2,medium,first_time,false,Dutch East India Company first factory in Andhra Desa
APPSC-G2-ARC-P2-037,APPSC,archive,paper2,37,AP History,MT-AP_HIST-G2P2-I3-004,MCQ,L2,medium,first_time,false,Sub-Collector of Rajahmundry who opened Anglo-vernacular schools
APPSC-G2-ARC-P2-038,APPSC,archive,paper2,38,AP History,MT-AP_HIST-G2P2-I3-004,MCQ,L2,medium,first_time,false,Year American Baptist Mission established in Andhra
APPSC-G2-ARC-P2-039,APPSC,archive,paper2,39,AP History,MT-AP_HIST-G2P2-I3-001,MCQ,L2,medium,first_time,false,Founder of Madras Native Association
APPSC-G2-ARC-P2-040,APPSC,archive,paper2,40,AP History,MT-AP_HIST-G2P2-I3-001,MCQ,L2,medium,first_time,false,Journal started by Veeresalingam
APPSC-G2-ARC-P2-041,APPSC,archive,paper2,41,AP History,MT-AP_HIST-G2P2-I3-001,MCQ,L2,easy,first_time,false,Year of first widow remarriage by Veereshalingam
APPSC-G2-ARC-P2-042,APPSC,archive,paper2,42,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Place where people revolted against English forest policies 1879
APPSC-G2-ARC-P2-043,APPSC,archive,paper2,43,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Organization that organized Bipin Chandra Pal tour of Rajahmundry
APPSC-G2-ARC-P2-044,APPSC,archive,paper2,44,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Principal of Rajahmundry Training College in 1907
APPSC-G2-ARC-P2-045,APPSC,archive,paper2,45,AP History,MT-AP_HIST-G2P2-I4-003,MCQ,L2,medium,first_time,false,President of National College at Machilipatnam 1910
APPSC-G2-ARC-P2-046,APPSC,archive,paper2,46,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Newspaper supporting Home Rule Movement in Andhra
APPSC-G2-ARC-P2-047,APPSC,archive,paper2,47,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Who visited Palnadu area in July 1921 for forest agitation
APPSC-G2-ARC-P2-048,APPSC,archive,paper2,48,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Seats won by Justice Party in 1920 Madras Legislative Assembly
APPSC-G2-ARC-P2-049,APPSC,archive,paper2,49,AP History,MT-AP_HIST-G2P2-I4-003,MCQ,L2,medium,first_time,false,Dictator for Andhra region Salt Satyagraha
APPSC-G2-ARC-P2-050,APPSC,archive,paper2,50,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Author of novel Asamarthuni Jeevitha Yatra
APPSC-G2-ARC-P2-051,APPSC,archive,paper2,51,AP History,MT-AP_HIST-G2P2-I4-002,MCQ,L2,medium,first_time,false,Year socialist party established Andhra branch
APPSC-G2-ARC-P2-052,APPSC,archive,paper2,52,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Person from Guntur who wrote articles on Telugu people in Hindu paper
APPSC-G2-ARC-P2-053,APPSC,archive,paper2,53,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Telugu newspaper commenting on separate government for Telugu culture
APPSC-G2-ARC-P2-054,APPSC,archive,paper2,54,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,medium,first_time,false,President of First Andhra Mahasabha at Bapatla 1913
APPSC-G2-ARC-P2-055,APPSC,archive,paper2,55,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,medium,first_time,false,Year BN Sharma introduced resolution on linguistic reorganization
APPSC-G2-ARC-P2-056,APPSC,archive,paper2,56,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,medium,first_time,false,Who opposed separate Andhra state as CM of Madras 1932
APPSC-G2-ARC-P2-057,APPSC,archive,paper2,57,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,medium,first_time,false,Place of second Rayalaseema Mahasabha 1935 opposing separate state
APPSC-G2-ARC-P2-058,APPSC,archive,paper2,58,AP History,MT-AP_HIST-G2P2-I5-002,MCQ,L2,medium,first_time,false,Sribagh pact location where Andhra Rayalaseema leaders agreement 1937
APPSC-G2-ARC-P2-059,APPSC,archive,paper2,59,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,medium,first_time,false,1948 Commission report on linguistic states threat to unity
APPSC-G2-ARC-P2-060,APPSC,archive,paper2,60,AP History,MT-AP_HIST-G2P2-I4-003,MCQ,L2,medium,first_time,false,Who worked with Gandhi in Sabarmati Ashram
APPSC-G2-ARC-P2-061,APPSC,archive,paper2,61,AP History,MT-AP_HIST-G2P2-I5-002,MCQ,L2,medium,first_time,false,Who supported Vishalandhra at second Mahasabha Hyderabad 1954
APPSC-G2-ARC-P2-062,APPSC,archive,paper2,62,AP History,MT-AP_HIST-G2P2-I5-001,MCQ,L2,easy,first_time,false,Date States Reorganization Commission set up 1953
APPSC-G2-ARC-P2-063,APPSC,archive,paper2,63,AP History,MT-AP_HIST-G2P2-I5-002,MCQ,L2,medium,first_time,false,Year Ramakrishna Rao changed stand to support merger with Andhra
APPSC-G2-ARC-P2-064,APPSC,archive,paper2,64,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Founder of Vartamana Vyavaaharikandhra Bhasha Parivartaka Samajam
APPSC-G2-ARC-P2-065,APPSC,archive,paper2,65,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,easy,first_time,false,Year AP Sahitya Academy established
APPSC-G2-ARC-P2-066,APPSC,archive,paper2,66,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Who inaugurated Ravindra Bharathi Hyderabad 1961
APPSC-G2-ARC-P2-067,APPSC,archive,paper2,67,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,easy,first_time,false,Year Telugu made official language of AP
APPSC-G2-ARC-P2-068,APPSC,archive,paper2,68,AP History,MT-AP_HIST-G2P2-I5-004,MCQ,L2,medium,first_time,false,Srikakulam Armed struggle period
APPSC-G2-ARC-P2-069,APPSC,archive,paper2,69,AP History,MT-AP_HIST-G2P2-I5-004,MCQ,L2,medium,first_time,false,AP Ministry that passed Land Reforms Bill
APPSC-G2-ARC-P2-070,APPSC,archive,paper2,70,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,easy,first_time,false,Year first World Telugu Conference held
APPSC-G2-ARC-P2-071,APPSC,archive,paper2,71,AP History,MT-AP_HIST-G2P2-I5-004,MCQ,L2,medium,first_time,false,First Dhrma Mahamatra under NTR to eradicate corruption
APPSC-G2-ARC-P2-072,APPSC,archive,paper2,72,AP History,MT-AP_HIST-G2P2-I3-003,MCQ,L2,medium,first_time,false,Place of Anti-arrack agitation by women 1991
APPSC-G2-ARC-P2-073,APPSC,archive,paper2,73,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Author of Nallapoddu collection of Dalit writings
APPSC-G2-ARC-P2-074,APPSC,archive,paper2,74,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Birth name of artist Sathiraju Lakshminarayana
APPSC-G2-ARC-P2-075,APPSC,archive,paper2,75,AP History,MT-AP_HIST-G2P2-I5-005,MCQ,L2,medium,first_time,false,Animal used by Jashuva to send message from dalit man to God
APPSC-G2-ARC-P2-076,APPSC,archive,paper2,76,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Expenditure not charged on consolidated fund of India
APPSC-G2-ARC-P2-077,APPSC,archive,paper2,77,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Money bill incorrect statement identification
APPSC-G2-ARC-P2-078,APPSC,archive,paper2,78,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Incorrect statement about Parliament members privileges
APPSC-G2-ARC-P2-079,APPSC,archive,paper2,79,Polity,MT-POLT-G2P2-II2-001,MCQ,L2,easy,first_time,false,Article 17 and 18 provide what type of equality
APPSC-G2-ARC-P2-080,APPSC,archive,paper2,80,Polity,MT-POLT-G2P2-II2-002,MCQ,L2,medium,first_time,false,Fundamental right that is also a human right
APPSC-G2-ARC-P2-081,APPSC,archive,paper2,81,Polity,MT-POLT-G2P2-II4-004,MCQ,L2,medium,first_time,false,SC case directing compulsory registration of marriages
APPSC-G2-ARC-P2-082,APPSC,archive,paper2,82,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,easy,first_time,false,State with more than one MP in Lok Sabha
APPSC-G2-ARC-P2-083,APPSC,archive,paper2,83,Polity,MT-POLT-G2P2-II5-003,MCQ,L2,easy,first_time,false,Number of bicameral states in India
APPSC-G2-ARC-P2-084,APPSC,archive,paper2,84,Polity,MT-POLT-G2P2-II1-004,MCQ,L2,easy,first_time,false,Correct combination of justice words in Preamble
APPSC-G2-ARC-P2-085,APPSC,archive,paper2,85,Polity,MT-POLT-G2P2-II1-003,MCQ,L2,easy,first_time,false,Power to regulate right of citizenship in India
APPSC-G2-ARC-P2-086,APPSC,archive,paper2,86,Polity,MT-POLT-G2P2-II2-002,MCQ,L2,medium,first_time,false,Right not guaranteed as fundamental right
APPSC-G2-ARC-P2-087,APPSC,archive,paper2,87,Polity,MT-POLT-G2P2-II4-005,MCQ,L2,easy,first_time,false,Whose term of office is longest among constitutional officers
APPSC-G2-ARC-P2-088,APPSC,archive,paper2,88,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Maximum gap between two sessions of parliament calculation
APPSC-G2-ARC-P2-089,APPSC,archive,paper2,89,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,easy,first_time,false,State with highest Lok Sabha seats after UP
APPSC-G2-ARC-P2-090,APPSC,archive,paper2,90,Polity,MT-POLT-G2P2-II4-001,MCQ,L3,medium,first_time,false,Power of pardon President vs Governor under Constitution
APPSC-G2-ARC-P2-091,APPSC,archive,paper2,91,Polity,MT-POLT-G2P2-II1-002,MCQ,L2,medium,first_time,false,Days British parliament took to pass Indian Independence Bill
APPSC-G2-ARC-P2-092,APPSC,archive,paper2,92,Polity,MT-POLT-G2P2-II1-002,MCQ,L2,medium,first_time,false,Most outstanding characteristic of Indian Independence Act
APPSC-G2-ARC-P2-093,APPSC,archive,paper2,93,Polity,MT-POLT-G2P2-II1-003,MCQ,L3,medium,first_time,false,Constitution allows acquiring foreign territories correct statement
APPSC-G2-ARC-P2-094,APPSC,archive,paper2,94,Polity,MT-POLT-G2P2-II3-001,MCQ,L2,easy,first_time,false,Article providing decent standard of life and leisure
APPSC-G2-ARC-P2-095,APPSC,archive,paper2,95,Polity,MT-POLT-G2P2-II6-003,MCQ,L2,easy,first_time,false,Number of articles added by 73rd Amendment Act 1993
APPSC-G2-ARC-P2-096,APPSC,archive,paper2,96,Polity,MT-POLT-G2P2-II4-001,MCQ,L2,easy,first_time,false,Highest majority in Presidential elections
APPSC-G2-ARC-P2-097,APPSC,archive,paper2,97,Polity,MT-POLT-G2P2-II6-001,MCQ,L3,medium,first_time,false,Doctrine of Paramountcy legal principle explanation
APPSC-G2-ARC-P2-098,APPSC,archive,paper2,98,Polity,MT-POLT-G2P2-II4-002,MCQ,L3,medium,first_time,false,All India Services officers dismissal correct answer
APPSC-G2-ARC-P2-099,APPSC,archive,paper2,99,Polity,MT-POLT-G2P2-II1-003,MCQ,L3,hard,first_time,false,Jammu Kashmir wrong answer identification
APPSC-G2-ARC-P2-100,APPSC,archive,paper2,100,Polity,MT-POLT-G2P2-II7-001,MCQ,L3,medium,first_time,false,Amendment of Constitution incorrect statement
APPSC-G2-ARC-P2-101,APPSC,archive,paper2,101,Polity,MT-POLT-G2P2-II2-001,MCQ,L2,medium,first_time,false,Fundamental rights incorrect statement regarding aliens
APPSC-G2-ARC-P2-102,APPSC,archive,paper2,102,Polity,MT-POLT-G2P2-II1-003,MCQ,L2,easy,first_time,false,Articles explaining citizenship in Indian Constitution
APPSC-G2-ARC-P2-103,APPSC,archive,paper2,103,Polity,MT-POLT-G2P2-II4-003,MCQ,L3,medium,first_time,false,Limitations and prohibitions on Indian Parliament legislation
APPSC-G2-ARC-P2-104,APPSC,archive,paper2,104,Polity,MT-POLT-G2P2-II2-006,MCQ,L3,hard,first_time,false,Fundamental Rights incorrect statement about limitations
APPSC-G2-ARC-P2-105,APPSC,archive,paper2,105,Polity,MT-POLT-G2P2-II4-004,MCQ,L3,medium,first_time,false,Not Supreme Courts evolution identification
APPSC-G2-ARC-P2-106,APPSC,archive,paper2,106,Polity,MT-POLT-G2P2-II7-004,MCQ,L2,medium,first_time,false,Not a Constitutional Body identification
APPSC-G2-ARC-P2-107,APPSC,archive,paper2,107,Polity,MT-POLT-G2P2-II7-004,MCQ,L3,medium,first_time,false,Backward Classes incorrect statement
APPSC-G2-ARC-P2-108,APPSC,archive,paper2,108,Polity,MT-POLT-G2P2-II2-002,MCQ,L3,medium,first_time,false,Constitutional protections to citizens incorrect statement
APPSC-G2-ARC-P2-109,APPSC,archive,paper2,109,Polity,MT-POLT-G2P2-II2-004,MCQ,L2,medium,first_time,false,Religious freedom incorrect statement
APPSC-G2-ARC-P2-110,APPSC,archive,paper2,110,Polity,MT-POLT-G2P2-II4-001,MCQ,L3,medium,first_time,false,Delay in Presidential election vacancy what happens
APPSC-G2-ARC-P2-111,APPSC,archive,paper2,111,Polity,MT-POLT-G2P2-II4-001,MCQ,L2,medium,first_time,false,Maximum existence period of ordinance without legislature approval
APPSC-G2-ARC-P2-112,APPSC,archive,paper2,112,Polity,MT-POLT-G2P2-II4-002,MCQ,L3,medium,first_time,false,Parliamentary form of government incorrect statement
APPSC-G2-ARC-P2-113,APPSC,archive,paper2,113,Polity,MT-POLT-G2P2-II4-005,MCQ,L2,medium,first_time,false,CAG wrong answer identification
APPSC-G2-ARC-P2-114,APPSC,archive,paper2,114,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,easy,first_time,false,Period between prorogation and reassembly termed as
APPSC-G2-ARC-P2-115,APPSC,archive,paper2,115,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Disqualification under Article 102 seat vacancy
APPSC-G2-ARC-P2-116,APPSC,archive,paper2,116,Polity,MT-POLT-G2P2-II4-003,MCQ,L3,medium,first_time,false,No-confidence motion for Speaker removal incorrect statement
APPSC-G2-ARC-P2-117,APPSC,archive,paper2,117,Polity,MT-POLT-G2P2-II4-001,MCQ,L3,medium,first_time,false,National Emergency incorrect statement about finances
APPSC-G2-ARC-P2-118,APPSC,archive,paper2,118,Polity,MT-POLT-G2P2-II5-005,MCQ,L2,easy,first_time,false,Official corresponding to Attorney General at State level
APPSC-G2-ARC-P2-119,APPSC,archive,paper2,119,Polity,MT-POLT-G2P2-II5-003,MCQ,L2,medium,first_time,false,Legislative Council composition incorrect statement
APPSC-G2-ARC-P2-120,APPSC,archive,paper2,120,Polity,MT-POLT-G2P2-II5-001,MCQ,L2,medium,first_time,false,Governor power to nominate Anglo Indian community cessation year
APPSC-G2-ARC-P2-121,APPSC,archive,paper2,121,Polity,MT-POLT-G2P2-II5-003,MCQ,L2,medium,first_time,false,State Legislature member disqualification referred to whom
APPSC-G2-ARC-P2-122,APPSC,archive,paper2,122,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Regional party as largest opposition in 1984 Lok Sabha elections
APPSC-G2-ARC-P2-123,APPSC,archive,paper2,123,Polity,MT-POLT-G2P2-II4-003,MCQ,L3,hard,first_time,false,President not summoning Joint Sitting what happens to bill
APPSC-G2-ARC-P2-124,APPSC,archive,paper2,124,Polity,MT-POLT-G2P2-II6-001,MCQ,L3,medium,first_time,false,Administration of Scheduled and Tribal areas incorrect statement
APPSC-G2-ARC-P2-125,APPSC,archive,paper2,125,Polity,MT-POLT-G2P2-II4-004,MCQ,L3,hard,first_time,false,SC appellate jurisdiction incorrect statement
APPSC-G2-ARC-P2-126,APPSC,archive,paper2,126,Polity,MT-POLT-G2P2-II6-001,MCQ,L2,easy,first_time,false,Not a federal feature of Indian Constitution
APPSC-G2-ARC-P2-127,APPSC,archive,paper2,127,Polity,MT-POLT-G2P2-II6-005,MCQ,L2,medium,first_time,false,Finance Commission incorrect statement
APPSC-G2-ARC-P2-128,APPSC,archive,paper2,128,Polity,MT-POLT-G2P2-II5-004,MCQ,L2,medium,first_time,false,District Judge appointment under Article 233
APPSC-G2-ARC-P2-129,APPSC,archive,paper2,129,Polity,MT-POLT-G2P2-II7-002,MCQ,L2,easy,first_time,false,Year NOTA introduced in EVMs
APPSC-G2-ARC-P2-130,APPSC,archive,paper2,130,Polity,MT-POLT-G2P2-II7-002,MCQ,L2,medium,first_time,false,Election Commission incorrect statement
APPSC-G2-ARC-P2-131,APPSC,archive,paper2,131,Polity,MT-POLT-G2P2-II6-002,MCQ,L3,hard,first_time,false,Punchhi Commission wrong statement identification
APPSC-G2-ARC-P2-132,APPSC,archive,paper2,132,Polity,MT-POLT-G2P2-II2-002,MCQ,L2,medium,first_time,false,Article restricting FR of Armed Forces members
APPSC-G2-ARC-P2-133,APPSC,archive,paper2,133,Polity,MT-POLT-G2P2-II1-003,MCQ,L2,easy,first_time,false,Article empowering Parliament to regulate citizen rights
APPSC-G2-ARC-P2-134,APPSC,archive,paper2,134,Polity,MT-POLT-G2P2-II4-001,MCQ,L1,easy,first_time,false,Correct address for President of India
APPSC-G2-ARC-P2-135,APPSC,archive,paper2,135,Polity,MT-POLT-G2P2-II6-002,MCQ,L3,medium,first_time,false,Rajmannar Committee not recommended regarding Governor
APPSC-G2-ARC-P2-136,APPSC,archive,paper2,136,Polity,MT-POLT-G2P2-II4-004,MCQ,L3,medium,first_time,false,Doctrine of Parens Patriae meaning
APPSC-G2-ARC-P2-137,APPSC,archive,paper2,137,Polity,MT-POLT-G2P2-II1-002,MCQ,L2,medium,first_time,false,British interference in Indian states internal administration
APPSC-G2-ARC-P2-138,APPSC,archive,paper2,138,Polity,MT-POLT-G2P2-II5-003,MCQ,L3,medium,first_time,false,Procedure to abolish or create Legislative Council
APPSC-G2-ARC-P2-139,APPSC,archive,paper2,139,Polity,MT-POLT-G2P2-II4-001,MCQ,L3,medium,first_time,false,CM not eligible to vote in Presidential election if
APPSC-G2-ARC-P2-140,APPSC,archive,paper2,140,Polity,MT-POLT-G2P2-II7-002,MCQ,L2,easy,first_time,false,Election for dissolved legislature before term expiry
APPSC-G2-ARC-P2-141,APPSC,archive,paper2,141,Polity,MT-POLT-G2P2-II7-002,MCQ,L2,easy,first_time,false,Maximum votes recordable by Electronic Voting Machine
APPSC-G2-ARC-P2-142,APPSC,archive,paper2,142,Polity,MT-POLT-G2P2-II4-004,MCQ,L3,medium,first_time,false,Government option when disagreeing with SC decision
APPSC-G2-ARC-P2-143,APPSC,archive,paper2,143,Polity,MT-POLT-G2P2-II7-002,MCQ,L1,easy,first_time,false,National Voters Day date
APPSC-G2-ARC-P2-144,APPSC,archive,paper2,144,Polity,MT-POLT-G2P2-II5-001,MCQ,L3,medium,first_time,false,Sarkaria Commission not recommended regarding Governor appointment
APPSC-G2-ARC-P2-145,APPSC,archive,paper2,145,Polity,MT-POLT-G2P2-II7-002,MCQ,L2,easy,first_time,false,Ruling party tool to win voters except which
APPSC-G2-ARC-P2-146,APPSC,archive,paper2,146,Polity,MT-POLT-G2P2-II6-002,MCQ,L2,medium,first_time,false,Constitutional body concerned with Inter State relations
APPSC-G2-ARC-P2-147,APPSC,archive,paper2,147,Polity,MT-POLT-G2P2-II1-001,MCQ,L2,easy,first_time,false,Chairman of Union Constitution committee of Constituent Assembly
APPSC-G2-ARC-P2-148,APPSC,archive,paper2,148,Polity,MT-POLT-G2P2-II4-003,MCQ,L2,medium,first_time,false,Not a tool of legislative control over administration
APPSC-G2-ARC-P2-149,APPSC,archive,paper2,149,Polity,MT-POLT-G2P2-II1-003,MCQ,L2,easy,first_time,false,Persons may change but rules should not change principle
APPSC-G2-ARC-P2-150,APPSC,archive,paper2,150,Polity,MT-POLT-G2P2-II3-001,MCQ,L2,medium,first_time,false,Constitutional power enabling central govt to legislate on cow slaughter
APPSC-G2-2025-P2-001,APPSC,2025,paper2,1,Economy,MT-ECON-G2P3-4-001,MCQ,L2,medium,first_time,true,Primary reason for current account surplus in Q4 2023-24
APPSC-G2-2025-P2-002,APPSC,2025,paper2,2,Economy,MT-ECON-G2P3-3-001,MCQ,L2,medium,first_time,false,Higher price at one place concept in foreign exchange market
APPSC-G2-2025-P2-003,APPSC,2025,paper2,3,Economy,MT-ECON-G2P3-3-001,MCQ,L3,medium,first_time,true,RBI temporary I-CRR on banking system August 2023
APPSC-G2-2025-P2-004,APPSC,2025,paper2,4,Economy,MT-POLT-G2P2-II6-001,MCQ,L2,easy,first_time,false,Article empowering central govt to extend loans to states
APPSC-G2-2025-P2-005,APPSC,2025,paper2,5,Economy,MT-AP_ECON-G2P3-5-006,MCQ,L3,medium,first_time,false,AP capital expenditure during 2016-21 statements
APPSC-G2-2025-P2-006,APPSC,2025,paper2,6,Economy,MT-AP_ECON-G2P3-5-002,MCQ,L2,medium,first_time,true,External agency supporting AP Integrated Irrigation project
