micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-POLT-S2-006,Polity,Screening (S2),Indian Constitution,"Parliament – Lok Sabha, Rajya Sabha, procedures",Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-007,Polity,Screening (S2),Indian Constitution,State Executive and Legislature,Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-008,Polity,Screening (S2),Indian Constitution,"Judiciary – Supreme Court, High Courts",Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-009,Polity,Screening (S2),Indian Constitution,"Centre-State Relations – Legislative, Administrative, Financial",Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-010,Polity,Screening (S2),Indian Constitution,Constitutional Amendments – Important amendments,Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-011,Polity,Screening (S2),Indian Constitution,"Constitutional Bodies – Election Commission, CAG, UPSC",Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-POLT-S2-012,Polity,Screening (S2),Indian Constitution,Emergency Provisions,Indian Constitution and Polity – Salient features,G2_PLUS,awareness,static,shared_gs,,,,,prelims,screening
MT-ECON-S3-001,Economy,Screening (S3),Indian Economy,Indian Economy – Basic characteristics and structure,"Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-002,Economy,Screening (S3),Indian Economy,"Economic planning – NITI Aayog, Five Year Plans legacy","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-003,Economy,Screening (S3),Indian Economy,"Fiscal Policy – Taxation, GST, budget basics","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-004,Economy,Screening (S3),Indian Economy,"Monetary Policy – RBI, inflation, interest rates","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-005,Economy,Screening (S3),Indian Economy,"Banking sector – Nationalization, NPAs, financial inclusion","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-006,Economy,Screening (S3),Indian Economy,"External sector – Trade, FDI, BoP, forex reserves","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-007,Economy,Screening (S3),Indian Economy,"Agriculture – Contribution, issues, reforms","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-008,Economy,Screening (S3),Indian Economy,Industry and services sector overview,"Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-009,Economy,Screening (S3),Indian Economy,"Poverty and unemployment – Measurement, trends","Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,shared_gs,,,,,prelims,screening
MT-ECON-S3-010,Economy,Screening (S3),Indian Economy,AP Economy – Post-bifurcation challenges,"Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,ap_specific,,,,,prelims,screening
MT-ECON-S3-011,Economy,Screening (S3),Indian Economy,AP Economy – Key sectors and development indicators,"Indian Economy – Overview, reforms, challenges",G2_PLUS,awareness,static+dynamic,ap_specific,,,,,prelims,screening
