micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-HIST-A1-019,History,Paper-I (A1),MAHAJANAPADAS & NEW RELIGIONS (JAINISM & BUDDHISM),"Jainism — Mahavira (24th Tirthankara) — Life and teachings; Rishabhadeva (1st Tirthankara), Parshvanatha (23rd); Core doctrines — Tri-ratna (Right faith, Right knowledge, Right conduct) (+7 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-020,History,Paper-I (A1),MAHAJANAPADAS & NEW RELIGIONS (JAINISM & BUDDHISM),"Buddhism — Gautama Buddha — Life events (Four sights, Great Renunciation, Enlightenment); Core teachings — Four Noble Truths, Noble Eightfold Path; Middle Path (Madhyama Pratipada) (+13 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-021,History,Paper-I (A1),MAURYAN EMPIRE,"Chandragupta Maurya — Overthrow of Nandas with Chanakya's guidance; Defeat of Seleucus Nicator — Treaty, marriage alliance, Megasthenes; Kautilya's Arthashastra — Saptanga theory, statecraft, espionage (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-022,History,Paper-I (A1),MAURYAN EMPIRE,Bindusara — Amitraghata (Slayer of enemies); Greek ambassadors — Deimachus; Expansion to Deccan,History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-023,History,Paper-I (A1),MAURYAN EMPIRE,"Ashoka — Kalinga War (261 BCE) — Transformation; Ashoka's Dhamma — Moral code, tolerance, non-violence; Rock Edicts, Pillar Edicts, Cave inscriptions (+3 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-024,History,Paper-I (A1),MAURYAN EMPIRE,"Administration — Central — King, Council of Ministers (Mantriparishad); Provincial — 4 provinces (Taxila, Ujjain, Tosali, Suvarnagiri) + Pataliputra; District, Village level administration (+4 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-025,History,Paper-I (A1),MAURYAN EMPIRE,"Economy — Agriculture — State-controlled irrigation, new lands; Trade — Internal routes, external trade (Hellenistic world); Crafts and guilds (Shrenis) (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-026,History,Paper-I (A1),MAURYAN EMPIRE,Society & Culture — Varna system with some flexibility; Slavery existed but less harsh; Megasthenes' Indica — Seven-fold division of society (+2 more),History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-027,History,Paper-I (A1),MAURYAN EMPIRE,"Decline — Weak successors after Ashoka; Over-centralized administration; Financial crisis (large army, bureaucracy) (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-028,History,Paper-I (A1),FOREIGN INVASIONS & THE KUSHANS,"Indo-Greeks (Bactrian Greeks) — Menander (Milinda) — Milindapanho, patronized Buddhism; Introduction of Hellenistic art, coinage with king's portrait; Impact on Indian astronomy, astrology",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-029,History,Paper-I (A1),FOREIGN INVASIONS & THE KUSHANS,"Shakas (Scythians) — Maues, Rudradaman I — Junagadh/Girnar inscription (first Sanskrit inscription); Western Kshatrapas",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-030,History,Paper-I (A1),FOREIGN INVASIONS & THE KUSHANS,Parthians (Pahlavas) — Gondophernes — St. Thomas tradition,History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-031,History,Paper-I (A1),FOREIGN INVASIONS & THE KUSHANS,"Kushans — Origin — Yuezhi tribe, Central Asia; Kujula Kadphises — Founder; Vima Kadphises — Gold coins (+7 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-032,History,Paper-I (A1),FOREIGN INVASIONS & THE KUSHANS,"Impact of Foreign Invasions — New art forms — Gandhara school (Greco-Buddhist); Coinage development — Gold coins, portraits; Cultural fusion — Indo-Greek, Indo-Scythian art (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-033,History,Paper-I (A1),SATAVAHANAS & SANGAM AGE,"Satavahanas — Founder — Simuka; Capital — Pratishthana (Paithan); Important rulers — Satakarni I, Gautamiputra Satakarni, Vasishthiputra Pulumayi; Gautamiputra Satakarni — Greatest, destroyed Shakas, Nashik inscription (+7 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-HIST-A1-034,History,Paper-I (A1),SATAVAHANAS & SANGAM AGE,"Sangam Age (South India, 3rd c. BCE - 3rd c. CE) — Three Sangams — Madurai literary assemblies; Three Kingdoms:; Cheras — Vanji, Muziris port, Roman trade (+12 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-HIST-A1-035,History,Paper-I (A1),SUNGAS & GUPTA EMPIRE,"Sungas — Pushyamitra Sunga — Overthrew last Maurya; Vedic revival — Horse sacrifice (Ashvamedha); Patronage of art — Bharhut, Sanchi expansions (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-036,History,Paper-I (A1),SUNGAS & GUPTA EMPIRE,"Gupta Empire — ""Golden Age of India"" — Founders & Rulers:; Sri Gupta, Ghatotkacha (early rulers); Chandragupta I — Lichchhavi alliance, Pataliputra capital, Gupta Era (320 CE) (+42 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-037,History,Paper-I (A1),HARSHA & THE KANAUJ,"Harshavardhana (606-647 CE) — Pushyabhuti dynasty — Capital: Thanesar, then Kanauj; Unification of North India; Military campaigns — Defeated by Pulakeshin II (Chalukya) at Narmada (+7 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-038,History,Paper-I (A1),HARSHA & THE KANAUJ,"Post-Harsha Period — Tripartite struggle for Kanauj — Pratiharas, Palas, Rashtrakutas; Gurjara-Pratiharas — Mihira Bhoja, Rajput origins; Palas — Dharmapala, Devapala, Buddhist patronage, Vikramashila University (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-A1-039,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Pallavas — Region — Tondaimandalam (Kanchipuram); Notable rulers — Mahendravarman I, Narasimhavarman I (Mamalla); Narasimhavarman I — Defeated Pulakeshin II, Mamallapuram (Mahabalipuram) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-040,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Badami Chalukyas (Western Chalukyas) — Region — Vatapi/Badami (Karnataka); Pulakeshin II — Greatest, defeated Harsha, Aihole inscription (Ravikirti); Art — Badami caves, Aihole, Pattadakal temples (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-041,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Eastern Chalukyas (of Vengi) — Region — Vengi (Andhra), offshoot of Badami Chalukyas; Key rulers — Kubja Vishnuvardhana (founder); Telugu language development, patronage of Sanskrit & Telugu (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-A1-042,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Rashtrakutas — Capital — Manyakheta (Malkhed); Founders — Dantidurga, Krishna I; Krishna I — Kailasa temple at Ellora (greatest rock-cut temple) (+3 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-043,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Kalyani Chalukyas (Later Western Chalukyas) — Revived Chalukya power — Tailapa II; Vikramaditya VI — Vikrama Era, Vikramankadeva Charita (Bilhana); Art — Continued temple-building tradition",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-044,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Cholas (Imperial Cholas) — Revival — Vijayalaya (captured Thanjavur from Pandyas); Rajaraja I:; Conquered Lanka, Maldives, parts of Kerala (+20 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-045,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Hoysalas — Region — Karnataka (Dvarasamudra/Halebidu); Notable — Vishnuvardhana (converted from Jainism to Vaishnavism); Art — Belur, Halebidu, Somnathpur temples (star-shaped, intricate) (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-046,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),Yadavas (Seuna/Devagiri) — Region — Maharashtra (Devagiri); Patronage of Marathi literature; Defeated by Ala-ud-din Khilji,History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-047,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Kakatiyas — Region — Warangal (Andhra/Telangana); Key rulers — Prataparudra I, Ganapati Deva, Rudrama Devi (rare woman ruler), Prataparudra II; Warangal Fort — Famous thousand-pillar temple (Hanamkonda) (+4 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-048,History,Paper-I (A1),SOUTH INDIAN DYNASTIES (POST-SANGAM TO PRE-SULTANATE),"Reddis — Region — Coastal Andhra (Kondavidu, Rajahmundry); Patronage of Telugu literature; Prolaya Vema Reddi — Founder (post-Kakatiya) (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-A1-049,History,Paper-I (A1),DELHI SULTANATE,"Advent of Islam & Early Invasions — Arab invasion — Muhammad bin Qasim (712 CE, Sindh); Mahmud of Ghazni — 17 raids (1000-1027 CE), Somnath temple; Muhammad of Ghor — Battles of Tarain (1191, 1192), defeated Prithviraj III",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-050,History,Paper-I (A1),DELHI SULTANATE,"Slave/Mamluk Dynasty (1206-1290) — Qutb-ud-din Aibak — Qutub Minar (started), Quwwat-ul-Islam mosque; Iltutmish — Completed Qutub Minar, introduced silver Tanka, copper Jital; Razia Sultana — First woman ruler of Delhi (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-051,History,Paper-I (A1),DELHI SULTANATE,"Khalji Dynasty (1290-1320) — Jalal-ud-din Khalji — Founder; Ala-ud-din Khalji:; Market control system (4 markets, Shahna-i-Mandi) (+5 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-052,History,Paper-I (A1),DELHI SULTANATE,"Tughlaq Dynasty (1320-1414) — Ghiyasuddin Tughlaq — Founder, defeated Kakatiyas; Muhammad bin Tughlaq:; Token currency (bronze coins) (+8 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-053,History,Paper-I (A1),DELHI SULTANATE,"Sayyid & Lodi Dynasties (1414-1526) — Sayyids — Puppet rulers, Timur's invasion aftermath; Lodis — Bahlol Lodi, Sikandar Lodi (Agra founded), Ibrahim Lodi (defeated at Panipat 1526); Afghan nobles vs. Sultanate authority",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-054,History,Paper-I (A1),DELHI SULTANATE,"Administration — Sultan — Absolute power, Shariat law; Central — Wazir, Diwan-i-Risalat, Diwan-i-Insha, Diwan-i-Arz; Provincial — Iqta system (land grants for military service) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-055,History,Paper-I (A1),DELHI SULTANATE,"Economy & Society — Agriculture — New crops (cotton textiles for export); Trade — Internal and external, karkhanas (royal workshops); Urban growth — Delhi as major city (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-056,History,Paper-I (A1),DELHI SULTANATE,"Art & Architecture — Indo-Islamic architecture — Arches, domes, minarets; Qutub Minar, Alai Darwaza, Tughlaqabad Fort; Lodi Gardens, Lodi tombs",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-057,History,Paper-I (A1),DELHI SULTANATE,"Literature — Persian as court language; Amir Khusrau — Father of Qawwali, Hindi literature; Zia-ud-din Barani — Tarikh-i-Firoz Shahi",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-058,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Foundation & Dynasties — Founded by Harihara I & Bukka Raya I (1336) — Sangama dynasty; Inspired by Vidyaranya (sage); Four dynasties — Sangama, Saluva, Tuluva, Aravidu (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-059,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Key Rulers — Devaraya II — Greatest Sangama ruler, employed Muslims in army; Krishnadevaraya (Tuluva dynasty) — Greatest overall; Ashtadiggajas (eight great Telugu poets) (+4 more)",History and Culture of India,ALL_GROUPS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-A1-060,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Administration — Central — King, Council of Ministers (Pradhani); Nayankara system — Military governors (Nayaks); Ayagar system — Village administration (12 functionaries) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-061,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Economy — Agriculture — Irrigation tanks, canals; Trade — International (Portuguese, Arabs), spices, textiles, diamonds; Craft guilds, market towns (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-062,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Society — Caste system prevalent; Practice of Sati, Devadasi system; Women — Some education, Rudrama Devi-type exceptions (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-063,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Religion & Culture — Vaishnavism and Shaivism dominant; Temple as center of social, economic, cultural life; Bhakti movement — Purandaradasa, Kanakadasa, Tallapaka poets (AP)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-064,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Art & Architecture — Dravidian style — Gopurams, Mandapas, Raya Gopurams; Hampi monuments — Vitthala temple (stone chariot, musical pillars); Hazara Rama temple, Lotus Mahal, Elephant stables (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-065,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Literature — Telugu golden age — Ashtadiggajas: Allasani Peddana, Nandi Timmana, etc.; Kannada — Purandaradasa (Carnatic music father); Sanskrit — Continued patronage (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-A1-066,History,Paper-I (A1),VIJAYANAGAR EMPIRE,"Decline — Battle of Talikota / Rakkasa-Tangadi (1565) — Deccan sultanates alliance; Destruction of Hampi; Aravidu dynasty — Shifted to Penukonda, Chandragiri (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-067,History,Paper-I (A1),MUGHAL EMPIRE,"Babur (1526-1530) — First Battle of Panipat (1526) — Defeated Ibrahim Lodi; Battle of Khanwa (1527) — Defeated Rana Sanga; Battle of Chanderi (1528), Battle of Ghaghra (1529) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-068,History,Paper-I (A1),MUGHAL EMPIRE,"Humayun (1530-1556) — Lost empire to Sher Shah Suri — Exile in Persia; Sher Shah Suri — Grand Trunk Road, Rupee (silver coin), Sarais, Revenue reforms; Humayun's return — Recaptured Delhi (1555) (+1 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-069,History,Paper-I (A1),MUGHAL EMPIRE,Akbar (1556-1605) — Second Battle of Panipat (1556) — Defeated Hemu (Bairam Khan as regent); Policies:; Sulh-i-kul (universal peace/tolerance) (+11 more),History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-070,History,Paper-I (A1),MUGHAL EMPIRE,"Jahangir (1605-1627) — Justice chain (Zanjir-i-Adl); Nur Jahan — Powerful queen, political influence; Captain Hawkins, Sir Thomas Roe (British embassy) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-071,History,Paper-I (A1),MUGHAL EMPIRE,"Shah Jahan (1628-1658) — ""Golden Age of Mughal Architecture""; Taj Mahal, Red Fort, Jama Masjid (Delhi); Peacock Throne (Takht-i-Taus) (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-072,History,Paper-I (A1),MUGHAL EMPIRE,"Aurangzeb (1658-1707) — Largest Mughal territorial extent; Reimposed Jizya, destroyed temples; Deccan campaigns — Annexed Bijapur, Golconda (+3 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-073,History,Paper-I (A1),MUGHAL EMPIRE,"Later Mughals & Decline — Bahadur Shah I, Jahandar Shah, Muhammad Shah (Nadir Shah's invasion 1739); Causes — Aurangzeb's policies, Maratha rise, regional powers, European advent; Last Mughal — Bahadur Shah Zafar II (1857 revolt figurehead)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-074,History,Paper-I (A1),MUGHAL EMPIRE,"Mughal Administration (Comprehensive) — Central — Padshah, Vakil, Wazir, Mir Bakshi, Sadr-us-Sudur, Qazi; Mansabdari system — Zat (personal rank), Sawar (cavalry rank); Revenue — Zabti, Nasaq, Kankut, Batai (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-075,History,Paper-I (A1),MUGHAL EMPIRE,"Mughal Economy — Agriculture — Cash crops (indigo, cotton, sugarcane, opium); Trade — European companies, Indian textiles global demand; Crafts — Textiles (muslin, silk), carpet weaving (+2 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-076,History,Paper-I (A1),MUGHAL EMPIRE,"Mughal Art, Architecture & Culture — Architecture — Indo-Islamic synthesis, Persian influence; Akbar — Fatehpur Sikri (Buland Darwaza, Panch Mahal); Shah Jahan — Taj Mahal, Red Fort, Jama Masjid (+3 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A3-001,History,Paper-I (A3),BHAKTI MOVEMENT & SUFISM,"Bhakti Movement — Origins— Alvars (Vaishnavite, Tamil) and Nayanars (Shaivite, Tamil); Characteristics:; Personal devotion to God (+22 more)","Architecture, Literature, Art, Religion, Social traditions",ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A3-002,History,Paper-I (A3),BHAKTI MOVEMENT & SUFISM,"Sufism — Origin— Mystical dimension of Islam, focus on love of God; Core Concepts:; Tariqa (path), Murshid/Pir (master), Murid (disciple) (+14 more)","Architecture, Literature, Art, Religion, Social traditions",ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-077,History,Paper-I (A1),SHIVAJI & RISE OF MARATHA EMPIRE,"Shivaji (1630-1680) — Background — Bhonsle family, mother Jijabai's influence; Early conquests — Capture of Torna, Raigad, Sinhagad forts; Conflict with Bijapur — Afzal Khan episode (+9 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
MT-HIST-A1-078,History,Paper-I (A1),SHIVAJI & RISE OF MARATHA EMPIRE,"Later Marathas — Sambhaji — Killed by Aurangzeb; Rajaram, Tarabai — Continued resistance; Shahu vs. Tarabai conflict (+6 more)",History and Culture of India,ALL_GROUPS,understanding,static,shared_gs,,,,,prelims,paper1
