micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-ECON-M4-7-003,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"Agricultural Inputs & Technology — Seeds (HYV, GM crops), Fertilizers, Pesticides; Farm mechanization; Soil health — Soil Health Card scheme","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-7-004,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"Agricultural Finance & Credit — Institutional — NABARD, RRBs, Cooperative banks, KCC; Non-institutional — Moneylenders (declining); Farm loan waivers debate","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-7-005,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"Agricultural Marketing & Pricing — MSP (Minimum Support Price) — Swaminathan Commission (C2+50%); APMC Acts and reforms, eNAM; FCI — Procurement, buffer stock (+1 more)","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-7-006,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"Agrarian Crisis & Land Reforms — Farmer distress — Debt, suicides, low income; Land reforms — Zamindari abolition, ceiling, consolidation (incomplete); Contract farming, Corporate farming","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-7-007,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"Food Security — NFSA 2013 — Entitlements, Antyodaya, Priority households; Malnutrition — Stunting, wasting, underweight; PM Garib Kalyan Anna Yojana","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-7-008,Economy,Mains Paper-IV (M4-7),AGRICULTURE,"AP Agriculture — Contribution to GSDP; Irrigation — Krishna, Godavari, Pennar basins, Polavaram project; Cropping pattern — Rice, cotton, chilli, groundnut, tobacco (+3 more)","Indian Agriculture – Green revolution, food security, MSP, agri credit",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-005,Economy,Mains Paper-IV (M4-1),INDUSTRY & INFRASTRUCTURE,"Industrial Development — Evolution — Import substitution → LPG reforms (1991) → Make in India; Industrial Policy 1991 — Liberalization, delicensing, FDI opening; Industrial growth patterns and problems (+7 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-006,Economy,Mains Paper-IV (M4-1),INDUSTRY & INFRASTRUCTURE,"Infrastructure — Transport — Roads (NHAI, Bharatmala), Railways (Dedicated Freight Corridors), Ports (Sagarmala), Airports (UDAN); Communication — Telecom revolution, BharatNet; Energy & Power — Installed capacity, thermal vs renewable (+2 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-007,Economy,Mains Paper-IV (M4-1),INDUSTRY & INFRASTRUCTURE,"AP Industry & Infrastructure — Industrial policy of AP Government — Incentives, single window; Industrial corridors — VCIC (Vizag-Chennai), ECIC; SEZs in AP — Visakhapatnam, Kakinada (+4 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-001,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","RBI & Monetary Policy — RBI — Established 1935, Central bank functions; Monetary Policy — Repo rate, Reverse repo, CRR, SLR, MSF, Bank rate; MPC (Monetary Policy Committee) — Inflation targeting (4% +/- 2%) (+2 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-002,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","Banking & Financial Sector — Commercial banks — Public (SBI, PNB), Private (HDFC, ICICI), Foreign; Scheduled vs Non-scheduled banks; Banking reforms — Narasimham Committee I (1991) & II (1998) (+3 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-003,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","Financial Markets — Capital market — Primary (IPO) and Secondary (Stock exchanges); BSE, NSE — Role and regulation; SEBI — Regulator, investor protection (+1 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-004,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","Indian Tax System — Direct taxes — Income tax, Corporate tax; Indirect taxes — GST (replacing VAT, Excise, Service tax); GST — Structure (CGST, SGST, IGST), GST Council, Impact (+1 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-005,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","Public Finance — Government Budget — Revenue & Capital (Receipts + Expenditure); Types of deficits — Revenue, Fiscal, Primary; Fiscal policy — FRBM Act (+2 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-006,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","International Trade & BOP — India's trade — Exports, Imports, Trade deficit; Balance of Payments — Current account, Capital account; FDI vs FII — Difference, trends, sectors (+1 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-3-007,Economy,Mains Paper-IV (M4-3),"MONEY, BANKING & PUBLIC FINANCE","AP Public Finance — GSDP structure and sectoral contribution; AP Budget — Revenue, Expenditure, Deficits; Central assistance — Post-bifurcation issues (+1 more)","Andhra Pradesh – Natural resources, human resources, demography",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-008,Economy,Mains Paper-IV (M4-1),AP ECONOMY SPECIAL (POST-BIFURCATION),"Impact of Bifurcation (2014) — Natural resources — River water disputes (Krishna, Godavari); Revenue loss — Hyderabad as shared capital (10 years); Industry & Commerce — IT sector loss, new challenges (+1 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-009,Economy,Mains Paper-IV (M4-1),AP ECONOMY SPECIAL (POST-BIFURCATION),"New Capital & Development — Amaravati — Capital city development (status changes); Central assistance — Special status/special package debate; Backward districts — Rayalaseema, North Andhra development","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-010,Economy,Mains Paper-IV (M4-1),AP ECONOMY SPECIAL (POST-BIFURCATION),"Key Issues — Vizag Railway Zone, Kadapa Steel Factory; Dugarajapatnam Port, Express ways; Special Category Status demand — Controversy and government stand (+1 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-011,Economy,Mains Paper-IV (M4-1),AP ECONOMY SPECIAL (POST-BIFURCATION),"Social Sector — Urbanization and Smart Cities — Visakhapatnam, Tirupati; Skill development and employment; Social welfare programmes — Navaratnalu, Amma Vodi, Jagananna schemes (+1 more)","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-4-001,Economy,Mains Paper-IV (M4-4),Union Budget,Union Budget – Structure and components,"Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-002,Economy,Mains Paper-IV (M4-4),Union Budget,Revenue Budget vs Capital Budget,"Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-003,Economy,Mains Paper-IV (M4-4),Union Budget,"Types of deficits – Fiscal, Revenue, Primary, Budgetary","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-004,Economy,Mains Paper-IV (M4-4),Union Budget,Fiscal policy instruments and objectives,"Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-005,Economy,Mains Paper-IV (M4-4),Union Budget,"Finance Commission – Role, recommendations, devolution","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-4-006,Economy,Mains Paper-IV (M4-4),Union Budget,"GST – Structure, rates, GST Council, impact","Union Budget – Structure, process, fiscal policy, deficit types",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-5-001,Economy,Mains Paper-IV (M4-5),AP Budget,AP State Budget – Revenue receipts and expenditure,"AP Budget – Revenue, expenditure, Finance Commission recommendations",G1_ONLY,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-5-002,Economy,Mains Paper-IV (M4-5),AP Budget,AP State finances – Post-bifurcation challenges,"AP Budget – Revenue, expenditure, Finance Commission recommendations",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-5-003,Economy,Mains Paper-IV (M4-5),AP Budget,State Finance Commission recommendations,"AP Budget – Revenue, expenditure, Finance Commission recommendations",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-5-004,Economy,Mains Paper-IV (M4-5),AP Budget,FRBM Act and fiscal responsibility,"AP Budget – Revenue, expenditure, Finance Commission recommendations",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-5-005,Economy,Mains Paper-IV (M4-5),AP Budget,AP Fiscal Management – GSDP growth and debt burden,"AP Budget – Revenue, expenditure, Finance Commission recommendations",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-6-001,Economy,Mains Paper-IV (M4-6),Inclusive Growth,"Poverty measurement and estimates (Tendulkar, Rangarajan)","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-002,Economy,Mains Paper-IV (M4-6),Inclusive Growth,"Poverty alleviation programmes – MGNREGA, NRLM, DAY-NULM","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-003,Economy,Mains Paper-IV (M4-6),Inclusive Growth,"Health sector – National Health Policy, Ayushman Bharat","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-004,Economy,Mains Paper-IV (M4-6),Inclusive Growth,"Education – NEP 2020, SSA, Samagra Shiksha","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-005,Economy,Mains Paper-IV (M4-6),Inclusive Growth,Public Distribution System and food security,"Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-006,Economy,Mains Paper-IV (M4-6),Inclusive Growth,"Social security – DWCRA, pension schemes, insurance","Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-6-007,Economy,Mains Paper-IV (M4-6),Inclusive Growth,Women and child welfare programmes,"Inclusive Growth – Poverty alleviation, health, education, PDS, social security",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-8-001,Economy,Mains Paper-IV (M4-8),AP Agriculture,AP Agriculture – Major crops and crop patterns,"AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-8-002,Economy,Mains Paper-IV (M4-8),AP Agriculture,"AP Horticulture – Fruits, vegetables, spices","AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-8-003,Economy,Mains Paper-IV (M4-8),AP Agriculture,"AP Irrigation – Major and medium projects, Polavaram","AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-8-004,Economy,Mains Paper-IV (M4-8),AP Agriculture,"Rythu Bharosa, Rythu Bandhu type schemes","AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-8-005,Economy,Mains Paper-IV (M4-8),AP Agriculture,AP agricultural marketing and reforms,"AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-8-006,Economy,Mains Paper-IV (M4-8),AP Agriculture,Fisheries and aquaculture in AP,"AP Agriculture – Horticulture, irrigation, Rythu Bharosa, crop patterns",G2_PLUS,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-9-001,Economy,Mains Paper-IV (M4-9),Indian Industry,Indian Industrial Policy evolution – 1948 to present,"Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-002,Economy,Mains Paper-IV (M4-9),Indian Industry,Liberalization and industrial reforms since 1991,"Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-003,Economy,Mains Paper-IV (M4-9),Indian Industry,"Make in India, Startup India, Skill India","Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-004,Economy,Mains Paper-IV (M4-9),Indian Industry,Special Economic Zones and industrial corridors,"Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-005,Economy,Mains Paper-IV (M4-9),Indian Industry,"MSME sector – Definition, policy, challenges","Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-006,Economy,Mains Paper-IV (M4-9),Indian Industry,Disinvestment and privatization policy,"Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-9-007,Economy,Mains Paper-IV (M4-9),Indian Industry,Labour reforms and industrial relations,"Indian Industry – Industrial policy, Make in India, SEZs, MSMEs",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-10-001,Economy,Mains Paper-IV (M4-10),AP Industry,AP Industrial Policy – Vision and corridors,"AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-10-002,Economy,Mains Paper-IV (M4-10),AP Industry,"AP IT sector – Fintech Valley, IT hubs","AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-10-003,Economy,Mains Paper-IV (M4-10),AP Industry,AP Pharma sector – Bulk drug parks,"AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-10-004,Economy,Mains Paper-IV (M4-10),AP Industry,AP Petrochemical and mining industries,"AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-10-005,Economy,Mains Paper-IV (M4-10),AP Industry,"AP Industrial Development – Incentives, single desk","AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-10-006,Economy,Mains Paper-IV (M4-10),AP Industry,AP Special Economic Zones,"AP Industry – Industrialization, corridors, IT sector, pharma hub",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-11-001,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,"Transport infrastructure – Railways, roads, waterways, civil aviation","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-002,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,"Energy sector – Power generation, renewable energy targets","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-003,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,"Digital India – BharatNet, Digital payments, e-Governance","Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-004,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,Smart Cities Mission and urban infrastructure,"Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-005,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,PPP model in infrastructure development,"Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-11-006,Economy,Mains Paper-IV (M4-11),Indian Infrastructure,National Infrastructure Pipeline,"Indian Infrastructure – Transport, energy, digital, smart cities, PPP",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-12-001,Economy,Mains Paper-IV (M4-12),AP Infrastructure,"AP Ports – Visakhapatnam, Krishnapatnam, Gangavaram","AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-12-002,Economy,Mains Paper-IV (M4-12),AP Infrastructure,AP Airports and aviation development,"AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-12-003,Economy,Mains Paper-IV (M4-12),AP Infrastructure,AP Capital region development – Amaravati,"AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-12-004,Economy,Mains Paper-IV (M4-12),AP Infrastructure,Polavaram Project and AP irrigation infrastructure,"AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-12-005,Economy,Mains Paper-IV (M4-12),AP Infrastructure,AP Highways – National and State highways development,"AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-12-006,Economy,Mains Paper-IV (M4-12),AP Infrastructure,"AP Power sector – Thermal, solar, wind capacity","AP Infrastructure – Ports, airports, Amaravati, Polavaram, highways",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper4
MT-ECON-M4-1-012,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),Inconsistent growth rate — Analysis,"Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-013,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),Agriculture & Manufacturing — Low growth analysis,"Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-014,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),Inflation & Oil prices — Pass-through effect,"Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-015,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),"Current Account Deficit, BOP — Structural issues","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-016,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),"Falling rupee — Causes, Impact","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-017,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),NPAs — Banking crisis depth,"Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-018,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),"Money laundering, Black money — Swiss accounts, SIT","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-1-019,Economy,Mains Paper-IV (M4-1),Major Challenges (Detailed),"Capital deficiency, Inclusive growth gap","Economic challenges – Poverty, unemployment, regional disparities",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-005,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),Tax revenue vs Non-tax revenue — Trends,"Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-006,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),"Public debt — Market borrowings, Loans, Grants","Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-007,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),"External debt — Multilateral agencies (World Bank, ADB)","Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-008,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),"FDI & FII — Sector-wise, Country-wise","Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-009,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),Monetary vs Fiscal policy coordination,"Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-010,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),"Financial markets — Depth, Development","Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
MT-ECON-M4-2-011,Economy,Mains Paper-IV (M4-2),Resource Mobilization (Detailed),"Developmental finance institutions — NABARD, SIDBI, NHB","Resource Mobilization – Taxation, public debt, FDI, savings",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper4
