micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-SCI-M5-4-001,Science & Technology,Mains Paper-V (M5-4),ENERGY,India's Energy Profile — Total installed capacity — Breakdown by source; Energy deficit — Demand vs Supply gap; Per capita energy consumption — Global comparison (+1 more),"Energy Resources – Conventional, Non-conventional, Nuclear policy",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-4-002,Science & Technology,Mains Paper-V (M5-4),ENERGY,"Conventional Energy — Thermal — Coal (largest share), Gas, Diesel; Hydroelectric — Major dams, small hydro; Nuclear — NPCIL, Reactors (Kudankulam, Tarapur, Kalpakkam) (+4 more)","Energy Resources – Conventional, Non-conventional, Nuclear policy",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-4-003,Science & Technology,Mains Paper-V (M5-4),ENERGY,"Renewable Energy — Solar — National Solar Mission (100 GW target), Solar parks; Wind — Installed capacity, Offshore wind potential; Biomass & Waste-based — Biogas, Biofuels (+4 more)","Energy Resources – Conventional, Non-conventional, Nuclear policy",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-4-004,Science & Technology,Mains Paper-V (M5-4),ENERGY,Energy Policy — National Energy Policy — NITI Aayog; UJALA scheme — LED distribution; PM Kusum — Solar for farmers (+3 more),"Energy Resources – Conventional, Non-conventional, Nuclear policy",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-001,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Ecology & Ecosystem — Basic concepts — Biotic, Abiotic, Food chain, Food web, Trophic levels; Energy flow — 10% rule, Ecological pyramid; Ecosystem types — Forest, Grassland, Desert, Aquatic (Freshwater, Marine) (+2 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-002,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Biodiversity — Meaning — Genetic, Species, Ecosystem diversity; Biodiversity Hotspots — 36 globally, 4 in India; Western Ghats, Eastern Himalayas, Indo-Burma, Sundaland (+7 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-003,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Wildlife Conservation — CITES — Convention on International Trade in Endangered Species; Project Tiger (1973) — Tiger reserves, National Tiger Conservation Authority; Project Elephant — Elephant reserves (+7 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-004,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Climate Change — Greenhouse effect — CO2, CH4, N2O, CFCs; Global warming — Temperature rise, ice melting, sea level rise; Ozone layer depletion — CFCs, Montreal Protocol (1987) (+3 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-005,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","International Environmental Initiatives — UNFCCC — Framework convention; Kyoto Protocol (1997) — Binding emission targets for developed countries; Paris Agreement (2015/COP21) — NDCs, Below 2 degree C target (+7 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-006,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE",Indian Environmental Legislation — Environment Protection Act 1986; Water (Prevention and Control of Pollution) Act 1974; Air (Prevention and Control of Pollution) Act 1981 (+5 more),"Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-007,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Environmental Pollution & Waste Management — Air pollution — Sources, impacts, AQI, National Clean Air Programme; Water pollution — Industrial, Agricultural, Sewage; Namami Gange; Soil pollution — Pesticides, Heavy metals, Solid waste (+5 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-008,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Natural Resources — Renewable — Solar, Wind, Water, Forest, Biomass; Non-renewable — Fossil fuels (Coal, Petroleum, Natural Gas), Minerals; Forest resources — Types, Deforestation, Social forestry, Afforestation (+4 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-5-009,Environment,Mains Paper-V (M5-5),"ENVIRONMENT, BIODIVERSITY & CLIMATE CHANGE","Sustainable Development — Meaning — Meeting present needs without compromising future; Brundtland Commission (1987) — ""Our Common Future""; SDGs — 17 goals, 169 targets (2015-2030) (+3 more)","Environmental issues – Natural resources, conservation, pollution",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-001,Science & Technology,Mains Paper-V (M5-7),"BIOTECHNOLOGY, NANOTECHNOLOGY & HEALTH","Biotechnology — Scope — Agriculture, Medicine, Industry, Environment; Genetic Engineering — Recombinant DNA, Gene cloning; GM Crops — Bt Cotton (India), Bt Brinjal debate, Golden Rice (+6 more)","Biotechnology – Applications in agriculture, health, industry",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-002,Science & Technology,Mains Paper-V (M5-7),"BIOTECHNOLOGY, NANOTECHNOLOGY & HEALTH","Nanotechnology — Definition — Materials at 1-100 nanometer scale; Applications — Medicine (drug delivery), Electronics, Energy, Environment; India's Nano Mission — DST, INST Mohali (+1 more)","Biotechnology – Applications in agriculture, health, industry",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-003,Science & Technology,Mains Paper-V (M5-7),"BIOTECHNOLOGY, NANOTECHNOLOGY & HEALTH","Human Health & Diseases — Microbial infections — Bacterial, Viral, Protozoal, Fungal; Common diseases:; Bacterial — TB, Cholera, Typhoid, Diphtheria (+11 more)","Biotechnology – Applications in agriculture, health, industry",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-004,Science & Technology,Mains Paper-V (M5-7),"BIOTECHNOLOGY, NANOTECHNOLOGY & HEALTH","IPR in Science — Patents, Copyrights, Trademarks, GI tags; TRIPS — WTO agreement on IP; Patent Act 1970 (India), Amendments (+2 more)","Biotechnology – Applications in agriculture, health, industry",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-001,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs","Climate Change – Causes, evidence, IPCC reports","Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-002,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs","International agreements – UNFCCC, Paris Agreement, Kyoto Protocol","Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-003,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs","Environmental legislation – EPA, Forest Act, Wildlife Act","Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-004,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs","Environmental Impact Assessment (EIA) – Process, importance","Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-005,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs",Sustainable Development Goals (SDGs) – India's progress,"Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-006,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs",Carbon markets and emission trading,"Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-ENV-M5-6-007,Environment,Mains Paper-V (M5-6),"Climate change, environmental legislation, EIA, SDGs",India's NDC and climate action plans,"Climate change, environmental legislation, EIA, SDGs",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-001,Science & Technology,Mains Paper-V (M5-8),Human Diseases,Human diseases – Communicable and non-communicable,"Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-002,Science & Technology,Mains Paper-V (M5-8),Human Diseases,"Viral diseases – COVID-19, Dengue, Zika, Ebola","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-003,Science & Technology,Mains Paper-V (M5-8),Human Diseases,"Bacterial diseases – TB, Cholera, Typhoid","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-004,Science & Technology,Mains Paper-V (M5-8),Human Diseases,"Vaccines – Types, development, immunization programmes","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-005,Science & Technology,Mains Paper-V (M5-8),Human Diseases,"Genetic engineering – Gene therapy, CRISPR, GMOs","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-006,Science & Technology,Mains Paper-V (M5-8),Human Diseases,Stem cell research and regenerative medicine,"Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-007,Science & Technology,Mains Paper-V (M5-8),Human Diseases,Public health infrastructure and epidemiology,"Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-001,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,Intellectual Property Rights – Overview and significance,"Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-002,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,"Patents – Types, process, Patent Act 1970","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-003,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,"Copyrights – Scope, duration, Copyright Act 1957","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-004,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,"Trademarks – Registration, protection, Trademark Act 1999","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-005,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,"TRIPS Agreement – WTO framework, compliance","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-006,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,Geographical Indications – Indian GI tags,"Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-007,Science & Technology,Mains Paper-V (M5-9),Intellectual Property Rights,Traditional Knowledge and IPR protection,"Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-008,Science & Technology,Mains Paper-V (M5-8),Human Diseases — Detailed,"Bacterial — TB, Cholera, Typhoid, Diphtheria, Dysentery","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-009,Science & Technology,Mains Paper-V (M5-8),Human Diseases — Detailed,"Viral — HIV, Encephalitis, Chikungunya, Bird flu, COVID-19","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-010,Science & Technology,Mains Paper-V (M5-8),Human Diseases — Detailed,"Protozoal — Malaria, Amoebic dysentery","Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-011,Science & Technology,Mains Paper-V (M5-8),Human Diseases — Detailed,Fungal — Mucormycosis,"Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-8-012,Science & Technology,Mains Paper-V (M5-8),Human Diseases — Detailed,Preventive measures during outbreaks,"Human Diseases – Causes, prevention, vaccines, genetic engineering",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-005,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"Basic concepts — DNA, RNA, Genes, Chromosomes","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-006,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"rDNA technology — Steps, Applications","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-007,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"Tissue culture — Methods, Micro-propagation","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-008,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"Biotechnology in agriculture — Bio-pesticides, Bio-fertilizers, GM crops","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-009,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"Animal husbandry — Transgenic animals, Cloning","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-010,Science & Technology,Mains Paper-V (M5-7),Genetic Engineering & Biotechnology — Detailed,"Vaccines — Immunity, Vaccination types, Production (Hepatitis vaccine)","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-008,Science & Technology,Mains Paper-V (M5-9),IPR — Detailed,Patents — Process vs Product,"Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-009,Science & Technology,Mains Paper-V (M5-9),IPR — Detailed,"TRIPS Agreement — Compulsory licensing, Evergreening","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-9-010,Science & Technology,Mains Paper-V (M5-9),IPR — Detailed,"GI Tags — Tirupati Laddu, Kondapalli toys, Machilipatnam Kalamkari","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,ap_specific,,,,,mains,paper5
MT-SCI-M5-9-011,Science & Technology,Mains Paper-V (M5-9),IPR — Detailed,"Traditional Knowledge — TKDL, Biopiracy cases (Neem, Turmeric)","Intellectual Property Rights – Patents, copyrights, trademarks, TRIPS",G1_ONLY,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-011,Science & Technology,Mains Paper-V (M5-7),Green & White Revolution,"Green Revolution — HYV, Norman Borlaug, M.S. Swaminathan","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-012,Science & Technology,Mains Paper-V (M5-7),Green & White Revolution,"White Revolution — Operation Flood, Verghese Kurien","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-013,Science & Technology,Mains Paper-V (M5-7),Green & White Revolution,Blue Revolution — Fisheries,"Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
MT-SCI-M5-7-014,Science & Technology,Mains Paper-V (M5-7),Green & White Revolution,"Green Pharmacy — Herbal medicine, Ayurveda modernization","Biotechnology – Applications in agriculture, health, industry",G2_PLUS,analytical,static+dynamic,shared_gs,,,,,mains,paper5
