micro_topic_id,subject,section,topic,micro_topic,syllabus_ref,group_applicability,depth_level,content_type,topic_category,pyq_frequency,difficulty_trend,prediction_priority,data_confidence,prelims_or_mains,paper
MT-POLT-G2P1-5-001,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,Indian Constitution – Salient features and Preamble,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-002,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,Fundamental Rights and DPSP,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-003,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,Union and State government structure,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-004,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,"Judiciary – Supreme Court, High Courts",Indian polity and governance – Constitutional issues,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-005,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,Constitutional bodies and their roles,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-006,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,Public policy and reforms,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,dynamic,shared_gs,,,,,prelims,paper1
MT-POLT-G2P1-5-007,Polity,G2 Paper-I (G2P1-5),Indian polity and governance,e-Governance initiatives in AP,Indian polity and governance – Constitutional issues,G2_PLUS,understanding,dynamic,ap_specific,,,,,prelims,paper1
MT-ECON-G2P1-6-001,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,Planning and economic development since 1947,Economic development in India since independence,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-002,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,Green Revolution and agricultural development,Economic development in India since independence,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-003,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,Industrial policy and liberalization (LPG reforms),Economic development in India since independence,G2_PLUS,understanding,dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-004,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,Poverty alleviation and employment programmes,Economic development in India since independence,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-005,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,Infrastructure development,Economic development in India since independence,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-006,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,"FDI, trade, and globalization",Economic development in India since independence,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ECON-G2P1-6-007,Economy,G2 Paper-I (G2P1-6),Economic development in India since independence,AP economic development since independence,Economic development in India since independence,G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-7-001,AP Development,G2 Paper-I (G2P1-7),Reforms and Developments in AP State since formation,AP state formation and reorganization history,Reforms and Developments in AP State since formation,G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-7-002,AP Development,G2 Paper-I (G2P1-7),Reforms and Developments in AP State since formation,AP administrative reforms and governance,Reforms and Developments in AP State since formation,G2_PLUS,understanding,dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-7-003,AP Development,G2 Paper-I (G2P1-7),Reforms and Developments in AP State since formation,AP development programmes and flagship schemes,Reforms and Developments in AP State since formation,G2_PLUS,understanding,dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-7-004,AP Development,G2 Paper-I (G2P1-7),Reforms and Developments in AP State since formation,AP social welfare initiatives,Reforms and Developments in AP State since formation,G2_PLUS,understanding,dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-7-005,AP Development,G2 Paper-I (G2P1-7),Reforms and Developments in AP State since formation,Key infrastructure projects in AP,Reforms and Developments in AP State since formation,G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-001,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,AP Bifurcation Act 2014 – Key provisions,"Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-002,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,Administrative implications of bifurcation,"Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-003,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,"Economic implications – Revenue, debt division","Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-004,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,Social and cultural implications,"Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-005,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,Political and legal implications,"Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-AP_POLT-G2P1-8-006,AP Bifurcation,G2 Paper-I (G2P1-8),Bifurcation of AP,"Resource sharing – Water, power, institutions","Bifurcation of AP – Administrative, Economic, Social implications",G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-APTI-G2P1-9-001,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Coding and Decoding,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-002,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Analogies and Classification,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-003,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Number Series and Letter Series,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-004,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Blood Relations,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-005,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Directions and Distance,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-006,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Seating Arrangement,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-007,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Syllogisms and Logical Reasoning,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-008,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,"Data Interpretation – Tables, Graphs, Charts","Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-APTI-G2P1-9-009,Aptitude,G2 Paper-I (G2P1-9),Mental Ability,Data Sufficiency,"Mental Ability – Logical reasoning, analytical ability",G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-HIST-G2P1-10-001,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,"Ancient India – IVC, Vedic period, Mauryas, Guptas",Social and cultural history of India and AP,G2_PLUS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-G2P1-10-002,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,"Medieval India – Sultanate, Mughals, Bhakti movement",Social and cultural history of India and AP,G2_PLUS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-G2P1-10-003,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,"Modern India – British rule, reform movements",Social and cultural history of India and AP,G2_PLUS,understanding,dynamic,ap_specific,,,,,prelims,paper1
MT-HIST-G2P1-10-004,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,Freedom struggle – Major events and leaders,Social and cultural history of India and AP,G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-HIST-G2P1-10-005,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,AP History – Ancient dynasties to modern period,Social and cultural history of India and AP,G2_PLUS,understanding,static,ap_specific,,,,,prelims,paper1
MT-HIST-G2P1-10-006,History,G2 Paper-I (G2P1-10),Social and cultural history of India and AP,"Cultural heritage – Art, architecture, literature",Social and cultural history of India and AP,G2_PLUS,understanding,static+dynamic,ap_specific,,,,,prelims,paper1
MT-SCI-G2P1-11-001,Science & Technology,G2 Paper-I (G2P1-11),Scientific and technological developments,ICT – Information Technology developments,Scientific and technological developments,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-SCI-G2P1-11-002,Science & Technology,G2 Paper-I (G2P1-11),Scientific and technological developments,Space technology – ISRO missions and achievements,Scientific and technological developments,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-SCI-G2P1-11-003,Science & Technology,G2 Paper-I (G2P1-11),Scientific and technological developments,Defence technology – DRDO programmes,Scientific and technological developments,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-SCI-G2P1-11-004,Science & Technology,G2 Paper-I (G2P1-11),Scientific and technological developments,Biotechnology applications,Scientific and technological developments,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-SCI-G2P1-11-005,Science & Technology,G2 Paper-I (G2P1-11),Scientific and technological developments,Nuclear technology and energy,Scientific and technological developments,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-001,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,"Environmental pollution – Air, water, soil, noise",Environmental issues and disaster management,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-002,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,Climate change and global warming,Environmental issues and disaster management,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-003,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,Biodiversity conservation,Environmental issues and disaster management,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-004,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,"Disaster management – Types, preparedness, response",Environmental issues and disaster management,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-005,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,Environmental legislation and policy,Environmental issues and disaster management,G2_PLUS,understanding,dynamic,shared_gs,,,,,prelims,paper1
MT-ENV-G2P1-12-006,Environment,G2 Paper-I (G2P1-12),Environmental issues and disaster management,Sustainable development goals,Environmental issues and disaster management,G2_PLUS,understanding,static+dynamic,shared_gs,,,,,prelims,paper1
