pyq_id,commission,year,paper,question_number,subject,micro_topic_id,question_type,cognitive_level,difficulty,recurrence,ca_linked,question_summary
APPSC-G1-2016-P5-Q13d-i,APPSC,2016,paper5,13d-i,Environment,MT-ENV-M5-5-002,STATIC,L2,medium,first_time,false,National Bureau of Plant Genetic Resources (NBPGR)
APPSC-G1-2016-P5-Q13d-ii,APPSC,2016,paper5,13d-ii,Environment,MT-ENV-M5-5-003,STATIC,L2,easy,first_time,false,Wildlife sanctuaries note
APPSC-G1-2016-P5-Q14a,APPSC,2016,paper5,14a,Environment,MT-ENV-M5-5-007,STATIC,L2,medium,first_time,false,Types and characteristics of solid waste
APPSC-G1-2016-P5-Q14b-i,APPSC,2016,paper5,14b-i,Environment,MT-ENV-M5-5-007,STATIC,L2,medium,first_time,false,Short note on pyrolysis
APPSC-G1-2016-P5-Q14b-ii,APPSC,2016,paper5,14b-ii,Environment,MT-ENV-M5-5-007,STATIC,L2,medium,first_time,false,Short note on incineration
APPSC-G1-2016-P5-Q14c,APPSC,2016,paper5,14c,Environment,MT-ENV-M5-5-007,STATIC,L2,easy,first_time,false,Soil pollution definition and causes
APPSC-G1-2016-P5-Q14d,APPSC,2016,paper5,14d,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,first_time,false,Noise pollution control and preventive measures
APPSC-G1-2016-P5-Q15a,APPSC,2016,paper5,15a,Environment,MT-ENV-M5-5-004,ANALYTICAL,L3,hard,first_time,false,El Nino causes and impact on global agriculture
APPSC-G1-2016-P5-Q15b,APPSC,2016,paper5,15b,Environment,MT-ENV-M5-5-004,ANALYTICAL,L3,medium,first_time,false,Impact of ozone layer depletion on living organisms
APPSC-G1-2016-P5-Q15c,APPSC,2016,paper5,15c,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Impact of human beings on water resources
APPSC-G1-2016-P5-Q15d-i,APPSC,2016,paper5,15d-i,Environment,MT-ENV-M5-5-009,STATIC,L2,easy,first_time,false,Short note on sustainable agriculture
APPSC-G1-2016-P5-Q15d-ii,APPSC,2016,paper5,15d-ii,Environment,MT-ENV-M5-5-007,STATIC,L2,easy,first_time,false,Short note on acid rain
APPSC-G1-2017-P5-Q1a,APPSC,2017,paper5,1a,Science & Technology,MT-SCI-M5-2-001,ANALYTICAL,L3,hard,first_time,true,Big Data definition India initiatives challenges constraints
APPSC-G1-2017-P5-Q1b,APPSC,2017,paper5,1b,Science & Technology,MT-SCI-M5-2-001,ANALYTICAL,L4,hard,first_time,true,Internet of Things (IoT) technological revolution impact on India
APPSC-G1-2017-P5-Q2a,APPSC,2017,paper5,2a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,medium,first_time,true,Pradhan Mantri Gramin Digital Saksharta Abhiyan features
APPSC-G1-2017-P5-Q2b,APPSC,2017,paper5,2b,Science & Technology,MT-SCI-M5-7-002,ANALYTICAL,L3,hard,first_time,false,Nanotechnology in preventing treating lifestyle diseases and cancer
APPSC-G1-2017-P5-Q3a,APPSC,2017,paper5,3a,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,first_time,false,GPS definition and India efforts to create own GPS (NavIC)
APPSC-G1-2017-P5-Q3b,APPSC,2017,paper5,3b,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,first_time,false,Difference between GSLV and PSLV advantages of GSLV
APPSC-G1-2017-P5-Q4a,APPSC,2017,paper5,4a,Science & Technology,MT-SCI-M5-4-001,ANALYTICAL,L4,hard,first_time,false,India energy sources composition and future energy security
APPSC-G1-2017-P5-Q4b,APPSC,2017,paper5,4b,Science & Technology,MT-SCI-M5-4-004,ANALYTICAL,L3,hard,first_time,true,Smart Grid benefits challenges and strategies in India
APPSC-G1-2017-P5-Q5a,APPSC,2017,paper5,5a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Urban floods causes and government measures for control
APPSC-G1-2017-P5-Q5b,APPSC,2017,paper5,5b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L4,hard,first_time,false,Illegal river sand mining affecting ecology and lives
APPSC-G1-2017-P5-Q6a,APPSC,2017,paper5,6a,Science & Technology,MT-SCI-M5-7-001,STATIC,L2,medium,first_time,false,Bentham and Hooker classification and its demerits
APPSC-G1-2017-P5-Q6b,APPSC,2017,paper5,6b,Science & Technology,MT-SCI-M5-7-001,ANALYTICAL,L3,medium,first_time,false,Hormone regulating blood glucose and artificial synthesis
APPSC-G1-2017-P5-Q7a,APPSC,2017,paper5,7a,Science & Technology,MT-SCI-M5-7-001,STATIC,L2,medium,first_time,false,Medicinal qualities of mushrooms
APPSC-G1-2017-P5-Q7b,APPSC,2017,paper5,7b,Science & Technology,MT-SCI-M5-7-001,STATIC,L2,medium,first_time,false,Chemicals and drugs produced from animals
APPSC-G1-2017-P5-Q8a,APPSC,2017,paper5,8a,Science & Technology,MT-SCI-M5-8-011,STATIC,L2,medium,first_time,false,Major fungus types causing mycoses in humans
APPSC-G1-2017-P5-Q8b,APPSC,2017,paper5,8b,Science & Technology,MT-SCI-M5-8-010,ANALYTICAL,L3,medium,first_time,false,Common protozoan diseases causative agents and prevention
APPSC-G1-2017-P5-Q9a,APPSC,2017,paper5,9a,Science & Technology,MT-SCI-M5-8-005,ANALYTICAL,L3,hard,first_time,false,Gene transfer methods in developing GM crops
APPSC-G1-2017-P5-Q9b,APPSC,2017,paper5,9b,Science & Technology,MT-SCI-M5-7-008,ANALYTICAL,L3,medium,first_time,false,Biopesticide definition and fungal parasites in biocontrol
APPSC-G1-2017-P5-Q10a,APPSC,2017,paper5,10a,Science & Technology,MT-SCI-M5-7-003,ANALYTICAL,L3,hard,first_time,false,Major Histocompatibility Complex MHC and role of classes
APPSC-G1-2017-P5-Q10b,APPSC,2017,paper5,10b,Science & Technology,MT-SCI-M5-7-003,ANALYTICAL,L3,hard,first_time,false,Monoclonal antibodies and use in detecting parasitic diseases
APPSC-G1-2017-P5-Q11a,APPSC,2017,paper5,11a,Environment,MT-ENV-M5-5-002,ANALYTICAL,L3,hard,first_time,false,Invasive alien species second largest threat to biodiversity
APPSC-G1-2017-P5-Q11b,APPSC,2017,paper5,11b,Environment,MT-ENV-M5-5-001,ANALYTICAL,L3,hard,first_time,false,Carbon and nitrogen biogeochemical cycles Indian context
APPSC-G1-2017-P5-Q12a,APPSC,2017,paper5,12a,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L4,medium,first_time,false,Solar power advantages over other renewables cost and climate impact
APPSC-G1-2017-P5-Q12b,APPSC,2017,paper5,12b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,India traditional water management harvesting and disaster mgmt
APPSC-G1-2017-P5-Q13a,APPSC,2017,paper5,13a,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,hard,first_time,true,PM2.5 fine particulate matter health effects in urban India
APPSC-G1-2017-P5-Q13b,APPSC,2017,paper5,13b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,hard,first_time,false,Waste management challenges in Indian towns and cities
APPSC-G1-2017-P5-Q14a,APPSC,2017,paper5,14a,Environment,MT-ENV-M5-5-004,CA_STATIC,L3,medium,first_time,true,Ozone layer over Antarctic showing signs of healing
APPSC-G1-2017-P5-Q14b,APPSC,2017,paper5,14b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Role of IT in environmental conservation
APPSC-G1-2017-P5-Q15a,APPSC,2017,paper5,15a,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,hard,first_time,true,Sendai Framework for DRR and India disaster management policy
APPSC-G1-2017-P5-Q15b,APPSC,2017,paper5,15b,Environment,MT-ENV-M5-5-006,ANALYTICAL,L3,hard,first_time,true,National Green Tribunal role in environmental justice recent decisions
APPSC-G1-2020-P5-Q1a,APPSC,2020,paper5,1a,Science & Technology,MT-SCI-M5-8-007,ANALYTICAL,L3,medium,first_time,false,Life expectancy at birth factors improving global life expectancy
APPSC-G1-2020-P5-Q1b,APPSC,2020,paper5,1b,Science & Technology,MT-SCI-M5-1-003,ANALYTICAL,L3,medium,first_time,false,Central research institutions in Telangana contributions to education
APPSC-G1-2020-P5-Q2a,APPSC,2020,paper5,2a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,medium,first_time,true,UIDAI Aadhaar IT for Direct Benefit Transfer financial transactions
APPSC-G1-2020-P5-Q2b,APPSC,2020,paper5,2b,Science & Technology,MT-SCI-M5-2-003,ANALYTICAL,L3,medium,first_time,false,Cybercrime types bullying stalking phishing ransomware
APPSC-G1-2020-P5-Q3a,APPSC,2020,paper5,3a,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,repeat_topic,false,ISRO history centres Mangalyaan or Chandrayaan missions
APPSC-G1-2020-P5-Q3b,APPSC,2020,paper5,3b,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,hard,repeat_topic,false,Satellite orbits GEO LEO MEO SSO and GSLV PSLV launches
APPSC-G1-2020-P5-Q4a,APPSC,2020,paper5,4a,Science & Technology,MT-SCI-M5-4-002,ANALYTICAL,L4,hard,repeat_topic,true,Nuclear energy reactors NPT impact on India non-member
APPSC-G1-2020-P5-Q4b,APPSC,2020,paper5,4b,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L3,medium,repeat_topic,false,Clean energy sources how they work which used in India
APPSC-G1-2020-P5-Q5a,APPSC,2020,paper5,5a,Environment,MT-ENV-M5-6-005,ANALYTICAL,L3,hard,first_time,true,UN SDGs 2030 name four goals and India pathway to reach them
APPSC-G1-2020-P5-Q5b,APPSC,2020,paper5,5b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,repeat_topic,false,Earthquake causes prediction and relief agency actions
APPSC-G1-2020-P5-Q6a,APPSC,2020,paper5,6a,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,repeat_topic,false,Solid waste classification steps to manage landfill pros cons
APPSC-G1-2020-P5-Q6b,APPSC,2020,paper5,6b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,first_time,false,Soil erosion agents stages effects factors conservation measures
APPSC-G1-2020-P5-Q7a,APPSC,2020,paper5,7a,Science & Technology,MT-SCI-M5-8-005,ANALYTICAL,L4,very_hard,first_time,false,Gene therapy transgenic organisms genome editing ethical concerns
APPSC-G1-2020-P5-Q7b,APPSC,2020,paper5,7b,Science & Technology,MT-SCI-M5-8-005,ANALYTICAL,L3,hard,first_time,true,CRISPR Nobel Prize 2020 function in nature research clinical use
APPSC-G1-2020-P5-Q8a,APPSC,2020,paper5,8a,Science & Technology,MT-SCI-M5-7-003,ANALYTICAL,L3,medium,repeat_topic,false,Cholera malaria encephalitis TB avian flu causes treatment prevention
APPSC-G1-2020-P5-Q8b,APPSC,2020,paper5,8b,Science & Technology,MT-SCI-M5-7-006,ANALYTICAL,L3,hard,first_time,false,Recombinant DNA process restriction enzymes vectors example
APPSC-G1-2020-P5-Q9a,APPSC,2020,paper5,9a,Science & Technology,MT-SCI-M5-9-001,ANALYTICAL,L3,hard,first_time,false,Intellectual property copyrights patents trademarks inventor rights
APPSC-G1-2020-P5-Q9b,APPSC,2020,paper5,9b,Science & Technology,MT-SCI-M5-9-008,ANALYTICAL,L3,hard,first_time,false,Patent definition process vs product patents GI tags relation
APPSC-G1-2020-P5-Q10a,APPSC,2020,paper5,10a,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L3,medium,repeat_topic,true,Solar energy utilization status India and world hindering factors
APPSC-G1-2020-P5-Q10b,APPSC,2020,paper5,10b,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L4,hard,first_time,true,India Space Program helping restore expand education during COVID
APPSC-G1-2020-P5-Q11a,APPSC,2020,paper5,11a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,hard,repeat_topic,true,NeGP Digital India Jan Dhan Digital Locker BharatNet
APPSC-G1-2020-P5-Q11b,APPSC,2020,paper5,11b,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L3,medium,first_time,false,Biofuels importance to India economy national biofuel policy
APPSC-G1-2020-P5-Q12a,APPSC,2020,paper5,12a,Science & Technology,MT-SCI-M5-1-001,ANALYTICAL,L4,very_hard,first_time,true,S&E publication data interpretation India science state policy measure
APPSC-G1-2020-P5-Q12b,APPSC,2020,paper5,12b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,medium,first_time,false,Forest cover vs forest area graph interpretation
APPSC-G1-2020-P5-Q13a,APPSC,2020,paper5,13a,Environment,MT-ENV-M5-5-005,ANALYTICAL,L3,hard,first_time,true,Climate Justice media coverage and two aligned measures
APPSC-G1-2020-P5-Q13b,APPSC,2020,paper5,13b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,first_time,false,Graphic showing substance human activity effect on health
APPSC-G1-2020-P5-Q14a,APPSC,2020,paper5,14a,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,medium,repeat_topic,false,Common hazardous outdoor indoor air pollutants AQI PM contribution
APPSC-G1-2020-P5-Q14b,APPSC,2020,paper5,14b,Science & Technology,MT-SCI-M5-8-002,CA_STATIC,L3,hard,first_time,true,COVID-19 spread and immunodiagnostic methods in pandemic
APPSC-G1-2020-P5-Q15a,APPSC,2020,paper5,15a,Science & Technology,MT-SCI-M5-8-004,ANALYTICAL,L3,hard,repeat_topic,true,Vaccine mechanism diseases eradicated Mission Indradhanush GVAP
APPSC-G1-2020-P5-Q15b,APPSC,2020,paper5,15b,Science & Technology,MT-SCI-M5-8-002,CA_STATIC,L3,hard,first_time,true,HCV Nobel 2020 virus disease vaccine availability
APPSC-G1-2023-P5-Q1a,APPSC,2023,paper5,1a,Science & Technology,MT-SCI-M5-1-001,ANALYTICAL,L4,hard,first_time,false,Scientific Social Responsibility knowledge creation vs consumption India
APPSC-G1-2023-P5-Q1b,APPSC,2023,paper5,1b,Science & Technology,MT-SCI-M5-1-001,ANALYTICAL,L3,medium,first_time,false,Technology role in transforming healthcare sector India challenges
APPSC-G1-2023-P5-Q2a,APPSC,2023,paper5,2a,Science & Technology,MT-SCI-M5-2-002,ANALYTICAL,L3,medium,repeat_topic,false,Digital platforms public service accountability e-governance bottlenecks
APPSC-G1-2023-P5-Q2b,APPSC,2023,paper5,2b,Science & Technology,MT-SCI-M5-2-001,ANALYTICAL,L3,medium,first_time,true,Atmanirbhar Bharat impact on India IT sector global tech hub
APPSC-G1-2023-P5-Q3a,APPSC,2023,paper5,3a,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,first_time,true,Space junk challenges risks and Project NETRA
APPSC-G1-2023-P5-Q3b,APPSC,2023,paper5,3b,Science & Technology,MT-SCI-M5-3-001,ANALYTICAL,L3,medium,first_time,true,India space industry private sector investment despite ISRO success
APPSC-G1-2023-P5-Q4a,APPSC,2023,paper5,4a,Science & Technology,MT-SCI-M5-3-002,ANALYTICAL,L4,hard,first_time,false,India No First Use nuclear doctrine commitment despite pressures
APPSC-G1-2023-P5-Q4b,APPSC,2023,paper5,4b,Science & Technology,MT-SCI-M5-4-003,ANALYTICAL,L3,medium,repeat_topic,true,Green Energy definition corridors and need in India
APPSC-G1-2023-P5-Q5a,APPSC,2023,paper5,5a,Environment,MT-ENV-M5-6-001,ANALYTICAL,L4,hard,repeat_topic,true,Climate change global concern and climate smart agriculture mitigation
APPSC-G1-2023-P5-Q5b,APPSC,2023,paper5,5b,Environment,MT-ENV-M5-5-008,ANALYTICAL,L3,hard,first_time,false,Open cast mining impacts on environment and post mining reclamation
APPSC-G1-2023-P5-Q6a,APPSC,2023,paper5,6a,Environment,MT-ENV-M5-6-006,ANALYTICAL,L3,hard,first_time,true,India CO2 mitigation for carbon credit trading under Paris Agreement
APPSC-G1-2023-P5-Q6b,APPSC,2023,paper5,6b,Environment,MT-ENV-M5-5-007,ANALYTICAL,L3,hard,repeat_topic,false,Municipal solid waste disposal challenges action plan 800 tonnes cities
APPSC-G1-2023-P5-Q7a,APPSC,2023,paper5,7a,Science & Technology,MT-SCI-M5-7-001,ANALYTICAL,L3,medium,first_time,false,Biotechnology blessings and curses risks to human life
APPSC-G1-2023-P5-Q7b,APPSC,2023,paper5,7b,Environment,MT-ENV-M5-5-003,ANALYTICAL,L3,medium,first_time,false,Ecotourism as tool for conservation of natural heritage challenges
APPSC-G1-2023-P5-Q8a,APPSC,2023,paper5,8a,Science & Technology,MT-SCI-M5-7-003,ANALYTICAL,L3,hard,first_time,true,Antibiotic resistance worsening in India strategies action plans
APPSC-G1-2023-P5-Q8b,APPSC,2023,paper5,8b,Science & Technology,MT-SCI-M5-7-008,ANALYTICAL,L3,medium,repeat_topic,false,Bio-pesticides slower action but need to shift towards them
